CustomerKey,CustomerCode,FirstName,LastName,Education,Occupation,GeographyKey
16680,27679,Kayla,Walker,Partial College,Professional,79
16681,27680,Benjamin,Foster,Partial College,Professional,24
16683,27682,Jennifer,Kelly,Partial College,Professional,23
8698,19697,Isabella,Wood,High School,Professional,17
8699,19698,Stephanie,Barnes,Bachelors,Management,19
8701,19700,Gabriel,Hall,Partial College,Professional,15
8715,19714,Angela,Price,High School,Professional,42
8716,19715,Elijah,Parker,High School,Professional,40
8809,19808,Brooke,Kelly,Graduate Degree,Management,17
16736,27735,Shelby,Sanders,High School,Skilled Manual,11
16737,27736,Mackenzie,Young,High School,Skilled Manual,52
16741,27740,Jodi,Nath,High School,Skilled Manual,29
16742,27741,Gabrielle,Foster,High School,Skilled Manual,29
16743,27742,Devin,Jones,High School,Skilled Manual,76
16748,27747,Edward,Henderson,High School,Skilled Manual,84
16749,27748,Luis,Patterson,High School,Skilled Manual,87
16750,27749,Alexis,Brown,Partial College,Skilled Manual,12
16751,27750,Carlos,Phillips,Partial College,Skilled Manual,15
16754,27753,Steven,Morgan,High School,Skilled Manual,48
16755,27754,Marcus,Gonzalez,Partial College,Skilled Manual,43
16756,27755,Alyssa,Jenkins,Partial College,Skilled Manual,35
3077,14076,Justin,Ross,High School,Skilled Manual,3
3082,14081,Nicole,Butler,High School,Skilled Manual,20
3084,14083,Nathan,Lopez,High School,Skilled Manual,82
3086,14085,Nathan,Garcia,High School,Skilled Manual,80
3091,14090,Jennifer,Lewis,Partial High School,Clerical,46
3094,14093,Jillian,Arthur,Partial High School,Clerical,41
3267,14266,Cory,Patel,Partial College,Skilled Manual,8
3268,14267,Lauren,Wood,Partial College,Skilled Manual,75
3269,14268,Isabella,Roberts,High School,Skilled Manual,41
3328,14327,Kyle,Butler,High School,Skilled Manual,42
3330,14329,Holly,Sanchez,High School,Skilled Manual,12
3332,14331,Timothy,Murphy,High School,Skilled Manual,87
18797,CS495,Unknown,Unknown,Unknown,Unknown,80
16685,27684,Emma,Coleman,Partial College,Professional,84
8693,19692,Aaron,Edwards,Bachelors,Management,41
16752,27751,Zoe,Cooper,Partial College,Skilled Manual,22
11026,22025,Riley,Peterson,High School,Skilled Manual,45
3083,14082,Johnny,Jai,High School,Skilled Manual,3
3110,14109,Aidan,Gonzales,Partial College,Skilled Manual,19
16682,27681,Olivia,Jackson,Partial College,Professional,24
3273,14272,Sydney,Ward,High School,Skilled Manual,79
9363,20362,Seth,Gonzalez,Graduate Degree,Management,4
11010,22009,Ross,Alvarez,High School,Skilled Manual,45
11035,22034,Seth,Clark,Partial College,Skilled Manual,17
3089,14088,Alexandra,Lopez,Partial High School,Clerical,52
3093,14092,Maurice,Nath,Partial High School,Clerical,8
16733,27732,Katherine,White,High School,Skilled Manual,4
3270,14269,Tony,She,High School,Skilled Manual,41
8697,19696,Adam,Patterson,Partial College,Professional,44
9360,20359,Rachel,Blue,Graduate Degree,Management,2
11724,22723,Alexander,Anderson,Graduate Degree,Management,26
16738,27737,Brandon,Taylor,High School,Skilled Manual,34
17167,28166,Cassidy,Coleman,High School,Skilled Manual,45
17180,28179,Billy,Alvarez,Partial College,Skilled Manual,3
17181,28180,Jerry,Chander,Partial College,Skilled Manual,8
17183,28182,Fernando,Turner,Partial College,Skilled Manual,35
17184,28183,Nicole,Howard,Partial College,Skilled Manual,12
17185,28184,Madison,Russell,Partial College,Skilled Manual,9
17168,28167,Samuel,Hughes,Partial College,Skilled Manual,39
17169,28168,Jacqueline,Ward,Partial College,Skilled Manual,54
17171,28170,Isabella,Johnson,Partial College,Skilled Manual,55
17173,28172,Charles,Moore,Partial College,Skilled Manual,12
17175,28174,Marco,Subram,High School,Skilled Manual,3
17176,28175,Clifford,Subram,High School,Skilled Manual,3
9333,20332,Danny,Navarro,Partial College,Professional,8
9334,20333,Abigail,Gonzales,Partial College,Professional,84
9343,20342,Aimee,Lu,Partial College,Professional,53
9344,20343,Sierra,Hill,Partial College,Professional,82
9350,20349,Nicole,Harris,High School,Professional,56
9352,20351,Maria,Gonzalez,High School,Professional,2
9353,20352,Melissa,Foster,High School,Professional,3
17545,28544,Nicolas,Shan,Partial College,Clerical,109
6209,17208,Jacob,Miller,Partial College,Professional,69
6210,17209,Jacqueline,James,Partial College,Professional,94
18366,29365,Cheryl,Carlson,High School,Manual,61
18371,29370,Mason,Kelly,Bachelors,Clerical,67
18375,29374,Shane,Sai,High School,Manual,71
18376,29375,Sergio,Malhotra,High School,Manual,59
18378,29377,Rebekah,Carlson,Bachelors,Skilled Manual,61
18386,29385,Don,Lal,High School,Manual,62
18395,29394,Raquel,Torres,Partial College,Clerical,58
18410,29409,Kelsey,Pal,Partial College,Clerical,57
18411,29410,Lucas,Price,Partial College,Clerical,94
18419,29418,Lindsey,Sharma,High School,Manual,62
18425,29424,Erik,Gill,Partial High School,Manual,93
18429,29428,Kristopher,Perez,Partial High School,Manual,114
18431,29430,Donna,Goel,Partial College,Clerical,114
18435,29434,Donna,Yuan,Bachelors,Manual,97
18436,29435,Stanley,Rodriguez,Bachelors,Manual,68
18439,29438,Terrance,Fernandez,Graduate Degree,Clerical,71
18441,29440,Rafael,Cai,Graduate Degree,Clerical,107
18443,29442,Damien,Yuan,Bachelors,Manual,108
18838,CS606,Unknown,Unknown,Unknown,Unknown,124
18798,CS500,Unknown,Unknown,Unknown,Unknown,76
18855,CS644,Unknown,Unknown,Unknown,Unknown,78
17549,28548,Krista,Ortega,Partial High School,Manual,57
18372,29371,Matthew,Walker,High School,Manual,60
18397,29396,Arturo,Zeng,Bachelors,Skilled Manual,71
18407,29406,Melissa,Ward,Partial High School,Manual,70
17172,28171,Aidan,Henderson,Partial College,Skilled Manual,29
18437,29436,Adriana,Raman,Bachelors,Manual,57
17539,28538,Jerome,Sanz,Partial High School,Manual,59
17182,28181,Katherine,Rodriguez,Partial College,Skilled Manual,76
18382,29381,Melvin,Shen,High School,Manual,99
18418,29417,Kellie,Vazquez,Partial High School,Manual,107
18442,29441,Adriana,Patel,Graduate Degree,Clerical,66
17544,28543,Roger,Ye,Partial College,Clerical,107
4626,15625,Clinton,Alvarez,Partial College,Clerical,71
4628,15627,Troy,Srini,Partial College,Clerical,59
4629,15628,Brianna,Sandberg,Bachelors,Skilled Manual,97
4637,15636,David,White,Partial College,Clerical,70
4676,15675,Jay,Alonso,Graduate Degree,Clerical,94
4683,15682,Heidi,Garcia,Bachelors,Management,71
4685,15684,Tyrone,Suarez,Partial College,Professional,113
11433,22432,Bridget,Xie,High School,Manual,59
5588,16587,Zachary,Martinez,Bachelors,Management,97
11442,22441,Andrea,Torres,Bachelors,Clerical,94
11454,22453,Dakota,Long,Bachelors,Clerical,70
6782,17781,Jake,She,Graduate Degree,Clerical,65
6812,17811,Stacy,Hernandez,Bachelors,Professional,93
6819,17818,Dale,Yuan,Bachelors,Skilled Manual,109
6826,17825,Clayton,Li,Bachelors,Skilled Manual,69
1549,12548,Alexandra,Collins,Partial College,Manual,67
1559,12558,Amanda,Evans,Bachelors,Clerical,67
1592,12591,Meredith,Madan,Graduate Degree,Clerical,62
1601,12600,Larry,Romero,Graduate Degree,Clerical,58
1606,12605,Carol,Cooper,Bachelors,Clerical,61
1617,12616,Kelsey,Tang,Partial College,Manual,107
1618,12617,Jake,Ma,Partial College,Manual,96
1625,12624,Jamie,Xu,Partial College,Manual,59
1713,12712,Arthur,Romero,Partial High School,Manual,107
1714,12713,Deborah,Xie,Partial High School,Manual,63
18447,29446,Jamie,Ma,Graduate Degree,Clerical,114
18449,29448,Lindsey,Yuan,Partial College,Manual,57
18450,29449,Laura,Chen,Bachelors,Clerical,109
18467,29466,Lance,Jimenez,Bachelors,Clerical,97
18468,29467,Monica,Mehta,Graduate Degree,Clerical,68
11437,22436,Roger,Raji,Bachelors,Clerical,71
1557,12556,Manuel,Kapoor,Bachelors,Clerical,64
1605,12604,Nathan,Lee,Bachelors,Clerical,70
4619,15618,Gabriel,Sharma,Bachelors,Skilled Manual,64
4627,15626,Eduardo,White,Partial College,Clerical,67
4684,15683,Jessie,Carlson,Partial College,Professional,114
1547,12546,Clarence,Andersen,Bachelors,Clerical,99
3528,14527,Kurt,Raji,Graduate Degree,Manual,106
3529,14528,Casey,Ramos,Graduate Degree,Manual,99
3538,14537,Clayton,Cai,Graduate Degree,Clerical,62
3544,14543,Heather,Lu,Partial College,Manual,107
3550,14549,Arturo,Goel,Partial College,Manual,62
3689,14688,Tabitha,Carlson,Partial High School,Manual,57
3691,14690,Drew,Rai,Partial High School,Manual,72
3696,14695,Russell,Andersen,Partial High School,Manual,114
3552,14551,Michele,Vance,Bachelors,Clerical,113
3527,14526,Emily,Hall,Graduate Degree,Manual,70
3542,14541,Douglas,Kapoor,Graduate Degree,Clerical,66
3697,14696,Shawn,Anand,Partial High School,Manual,116
17633,28632,Kathryn,Nath,Graduate Degree,Skilled Manual,3
17634,28633,Christina,Howard,Graduate Degree,Skilled Manual,7
17635,28634,Nathan,Mitchell,Graduate Degree,Skilled Manual,81
17637,28636,Victoria,Bryant,Graduate Degree,Skilled Manual,22
17638,28637,Brandon,Lee,Graduate Degree,Skilled Manual,40
17639,28638,Alexandra,Thompson,Graduate Degree,Skilled Manual,43
17640,28639,Jacqueline,Morgan,Graduate Degree,Skilled Manual,6
17623,28622,Julia,Cooper,Partial College,Clerical,17
17624,28623,Marcus,Turner,Partial College,Clerical,27
17628,28627,Edward,Collins,Partial College,Clerical,32
17629,28628,Courtney,Phillips,Partial College,Clerical,53
17630,28629,Cynthia,Madan,Partial College,Clerical,2
17029,28028,Elijah,Allen,High School,Professional,47
17030,28029,Seth,Price,High School,Professional,12
17031,28030,Jason,Gonzalez,Bachelors,Management,3
17033,28032,Grace,Coleman,Bachelors,Management,55
17034,28033,Gavin,Jenkins,Bachelors,Management,15
9488,20487,Alexander,White,Graduate Degree,Management,8
9489,20488,Cassidy,Foster,Graduate Degree,Management,82
9490,20489,Jacob,Davis,Bachelors,Management,89
9491,20490,Kaylee,Roberts,Graduate Degree,Management,23
9494,20493,Matthew,Jackson,Bachelors,Management,87
9495,20494,Jesse,Peterson,Bachelors,Management,40
14915,25914,Seth,Hughes,Partial College,Skilled Manual,10
14916,25915,Paige,Bryant,Partial College,Skilled Manual,10
15127,26126,Alexandra,Bell,High School,Professional,39
15129,26128,Samuel,Phillips,High School,Professional,20
15169,26168,Ian,Campbell,High School,Skilled Manual,84
15171,26170,Jeremiah,Jenkins,High School,Skilled Manual,5
15175,26174,Isaac,Adams,High School,Skilled Manual,81
15176,26175,Jose,Hughes,High School,Skilled Manual,78
9487,20486,Jack,Butler,Graduate Degree,Management,35
17626,28625,Logan,Griffin,Partial College,Clerical,86
17027,28026,Paige,Ross,High School,Professional,33
9492,20491,Dakota,Perry,Bachelors,Management,11
17636,28635,Levi,Gonzalez,Graduate Degree,Skilled Manual,2
17032,28031,Kari,Navarro,Bachelors,Management,24
15128,26127,Terry,Chander,High School,Professional,126
15170,26169,Alexandra,White,High School,Skilled Manual,21
9497,20496,Jada,Roberts,Bachelors,Management,44
9502,20501,Morgan,Nelson,Bachelors,Management,86
9503,20502,John,Harris,Bachelors,Management,42
9505,20504,Rakesh,Tangirala,High School,Professional,18
18799,CS502,Unknown,Unknown,Unknown,Unknown,36
18839,CS607,Unknown,Unknown,Unknown,Unknown,127
9496,20495,Wesley,Wang,Bachelors,Management,15
9504,20503,Tony,Jai,High School,Professional,12
5467,16466,Alisha,Kumar,Partial High School,Manual,70
5538,16537,Arthur,Dominguez,Partial College,Manual,108
5539,16538,Stacey,Liang,Partial College,Manual,59
5541,16540,Theodore,Browning,Partial College,Manual,109
5553,16552,Joe,Sanchez,Bachelors,Clerical,105
5557,16556,Angelica,Butler,Partial College,Manual,64
5559,16558,Preston,Sara,Partial College,Manual,93
11311,22310,Christina,Sanders,Partial High School,Manual,66
8454,19453,Veronica,Rana,Bachelors,Clerical,62
8477,19476,Sarah,Anderson,Bachelors,Professional,64
1826,12825,Kelvin,Hu,Bachelors,Skilled Manual,57
1828,12827,Nicolas,Raje,High School,Manual,108
1829,12828,Carol,Rubio,Partial High School,Manual,61
1830,12829,Micah,Li,High School,Manual,68
1833,12832,Douglas,Prasad,High School,Manual,62
1834,12833,Sheena,Goel,High School,Manual,62
1836,12835,Karl,Yuan,Partial High School,Manual,69
1838,12837,Nicole,Anderson,Partial College,Manual,94
5540,16539,Christy,Li,Partial College,Manual,94
5573,16572,Jon,Xu,High School,Manual,62
8455,19454,Roger,Sharma,Bachelors,Clerical,66
1827,12826,Caleb,Gonzalez,Partial High School,Manual,106
1832,12831,Kathryn,Lal,High School,Manual,95
5550,16549,Linda,Moreno,Bachelors,Clerical,62
11318,22317,Karla,Nath,Partial High School,Manual,97
2599,13598,Keith,Luo,Partial College,Professional,64
2608,13607,Levi,Rana,High School,Management,59
2609,13608,Karla,Kumar,High School,Management,60
11388,22387,Audrey,Romero,Graduate Degree,Clerical,95
11391,22390,Kelvin,Zheng,Bachelors,Clerical,93
11394,22393,Chelsea,Perez,Partial College,Manual,107
11399,22398,Sheila,Moreno,Partial College,Manual,57
11415,22414,Eugene,Wu,Partial College,Manual,57
11416,22415,Natalie,Phillips,Bachelors,Clerical,97
3183,14182,Steve,Lin,Partial College,Professional,59
11392,22391,Angela,Watson,Partial College,Manual,61
11387,22386,Jerome,Gill,Graduate Degree,Clerical,108
18827,CS582,Unknown,Unknown,Unknown,Unknown,2
6531,17530,Devin,Wood,High School,Professional,79
6533,17532,Nathan,Patterson,High School,Professional,41
6534,17533,Fernando,Baker,Partial College,Professional,8
6535,17534,Robert,Griffin,Partial College,Professional,8
6536,17535,Colleen,Guo,Partial College,Professional,8
6542,17541,Kristen,Zeng,High School,Skilled Manual,8
144,11143,Jonathan,Henderson,High School,Skilled Manual,18
145,11144,Edward,Hernandez,High School,Skilled Manual,92
146,11145,Jasmine,Coleman,High School,Skilled Manual,3
153,11152,James,Williams,High School,Skilled Manual,79
154,11153,Angela,James,High School,Skilled Manual,73
155,11154,Megan,Walker,Partial College,Skilled Manual,52
157,11156,Maria,Roberts,Partial College,Skilled Manual,18
10417,21416,Ryan,Butler,Partial College,Professional,41
10418,21417,Gabrielle,Torres,Partial College,Professional,12
10421,21420,Isabella,Carter,Partial High School,Skilled Manual,39
10422,21421,Ashley,Ross,High School,Professional,86
10423,21422,Karen,Wood,Bachelors,Management,20
10426,21425,Carlos,Hall,High School,Professional,31
10427,21426,Jon,Raje,High School,Professional,28
10429,21428,Jada,Brooks,Partial College,Professional,29
10430,21429,Isabella,Sandberg,Partial College,Professional,77
10431,21430,Savannah,Morgan,Graduate Degree,Management,12
10438,21437,Whitney,Sara,Bachelors,Professional,24
10439,21438,Edward,Price,Bachelors,Professional,27
159,11158,Jason,Wright,High School,Skilled Manual,5
161,11160,Maurice,Tang,Partial College,Skilled Manual,30
162,11161,Emily,Wood,Partial College,Skilled Manual,30
163,11162,Chase,Cox,Partial College,Skilled Manual,43
164,11163,Gabriel,Wang,Partial College,Skilled Manual,37
166,11165,Jocelyn,Alexander,Partial College,Skilled Manual,20
167,11166,Ashley,Martinez,Partial College,Skilled Manual,83
168,11167,Jasmine,Barnes,Bachelors,Management,80
169,11168,David,Rodriguez,Bachelors,Management,20
170,11169,Bryce,Richardson,Bachelors,Management,45
172,11171,Jonathan,Hill,Bachelors,Management,35
173,11172,Gabrielle,Adams,Bachelors,Management,89
176,11175,Luis,Wang,Partial College,Skilled Manual,41
179,11178,Nathan,Johnson,Graduate Degree,Management,18
9465,20464,Amy,Lu,Partial College,Professional,3
9466,20465,Isabel,Henderson,Bachelors,Management,28
9467,20466,Benjamin,Jai,Partial College,Professional,33
9468,20467,Gabrielle,Bennett,High School,Professional,80
9470,20469,Manuel,Suri,Partial College,Professional,3
9472,20471,Carlos,Gonzalez,Graduate Degree,Management,82
1181,12180,Holly,Mehta,Graduate Degree,Management,3
1185,12184,Isaiah,Perez,Partial College,Professional,25
1187,12186,Bryant,Srini,Partial College,Professional,16
1188,12187,Ruben,Subram,Partial College,Professional,41
1192,12191,Melissa,Washington,Partial High School,Skilled Manual,26
1193,12192,Jocelyn,Hayes,Partial High School,Skilled Manual,8
183,11182,Stephanie,Torres,Bachelors,Management,86
185,11184,Meghan,Hernandez,Bachelors,Management,30
187,11186,Sarah,Price,Bachelors,Management,33
188,11187,Jennifer,Cooper,Graduate Degree,Management,29
190,11189,Lawrence,Blanco,Graduate Degree,Management,8
191,11190,Carson,Bryant,Bachelors,Management,41
10441,21440,Ian,Morgan,Bachelors,Professional,6
10443,21442,Savannah,Cook,Bachelors,Management,43
10444,21443,Zoe,Morgan,Bachelors,Management,83
10446,21445,Madeline,Evans,Graduate Degree,Management,8
10165,21164,Troy,Raman,Graduate Degree,Professional,24
10236,21235,Stephanie,Hernandez,High School,Skilled Manual,2
10237,21236,Adrian,Peterson,High School,Skilled Manual,88
10244,21243,Juan,Bailey,High School,Skilled Manual,32
10245,21244,Allison,Torres,High School,Skilled Manual,55
10246,21245,Samantha,Rodriguez,High School,Skilled Manual,39
10248,21247,Alex,Sanders,High School,Skilled Manual,86
10254,21253,Victoria,Williams,High School,Skilled Manual,11
10261,21260,Ariana,Howard,High School,Skilled Manual,88
10262,21261,Jessica,Kelly,Partial College,Skilled Manual,27
10263,21262,Sara,Edwards,Partial College,Skilled Manual,37
10266,21265,Richard,Stone,Partial College,Skilled Manual,15
10268,21267,Charles,Parker,Bachelors,Management,88
10269,21268,Elizabeth,Lewis,Bachelors,Management,15
4983,15982,Jose,Evans,Partial College,Professional,41
4985,15984,Nathan,Wright,Bachelors,Management,38
4986,15985,Devin,Johnson,Bachelors,Management,37
5003,16002,Paige,Hayes,Graduate Degree,Management,48
5004,16003,Carol,Robinson,Graduate Degree,Management,20
5007,16006,Angelica,Henderson,Graduate Degree,Management,37
5009,16008,Morgan,Allen,Graduate Degree,Management,82
18857,CS652,Unknown,Unknown,Unknown,Unknown,54
10425,21424,Emily,Alexander,High School,Professional,44
10428,21427,Kelly,Foster,Partial College,Professional,88
10437,21436,Brandi,Serrano,Bachelors,Professional,53
160,11159,Brianna,Hughes,High School,Skilled Manual,35
10265,21264,Caleb,Butler,Partial College,Skilled Manual,7
1186,12185,Kaitlyn,Patterson,Partial College,Professional,14
10164,21163,William,Williams,Graduate Degree,Professional,2
10433,21432,Melanie,Ward,Bachelors,Management,11
165,11164,Devin,Brooks,Partial College,Skilled Manual,32
171,11170,Carol,Howard,Bachelors,Management,29
9464,20463,Jasmine,Bryant,High School,Professional,46
10251,21250,Fernando,Coleman,High School,Skilled Manual,76
184,11183,Jasmine,Lee,Bachelors,Management,27
10440,21439,Thomas,Clark,Bachelors,Professional,7
4984,15983,Alexis,Ross,Partial College,Professional,21
156,11155,Hunter,Robinson,Partial College,Skilled Manual,12
6532,17531,Isaac,Ramirez,High School,Professional,25
6541,17540,Gloria,Gutierrez,High School,Skilled Manual,3
189,11188,Catherine,Morris,Graduate Degree,Management,5
10445,21444,Blake,Lopez,Bachelors,Management,33
10270,21269,Blake,Clark,Bachelors,Management,16
17086,28085,Jeremiah,Evans,High School,Skilled Manual,47
17087,28086,Bridget,Anand,Partial College,Skilled Manual,2
17088,28087,Maria,Simmons,Partial College,Skilled Manual,2
17089,28088,Marshall,Lal,Partial College,Skilled Manual,2
17091,28090,Edward,Walker,Partial College,Skilled Manual,22
17098,28097,Jennifer,Barnes,Partial College,Skilled Manual,24
673,11672,Chad,Jai,Bachelors,Skilled Manual,41
674,11673,Susan,Ye,Bachelors,Skilled Manual,29
675,11674,Morgan,Rogers,Graduate Degree,Professional,35
676,11675,Devin,Martinez,Graduate Degree,Professional,11
679,11678,Johnny,Chavez,Graduate Degree,Professional,85
680,11679,Dalton,Richardson,Graduate Degree,Professional,79
681,11680,Kaylee,Nelson,Graduate Degree,Professional,7
1440,12439,Megan,Bennett,Partial College,Clerical,3
1441,12440,Francisco,Chandra,Partial College,Clerical,12
1442,12441,Trevor,Simmons,Partial College,Clerical,16
1443,12442,Allison,Richardson,Partial College,Clerical,12
1446,12445,Cameron,Taylor,Partial College,Clerical,25
1447,12446,Jasmine,Hall,Partial College,Clerical,43
649,11648,Kevin,Scott,Graduate Degree,Professional,24
650,11649,Ian,White,Graduate Degree,Professional,9
651,11650,Caleb,Hayes,Graduate Degree,Professional,55
654,11653,Sydney,Peterson,Graduate Degree,Professional,76
655,11654,Ariana,Sanchez,Graduate Degree,Professional,2
656,11655,Tamara,Sharma,Graduate Degree,Professional,30
657,11656,Katelyn,Perez,Graduate Degree,Professional,40
658,11657,Megan,Cox,Graduate Degree,Professional,56
663,11662,Ethan,Kumar,Graduate Degree,Professional,87
665,11664,Alyssa,Morgan,Graduate Degree,Professional,15
666,11665,Janet,Dominguez,Graduate Degree,Professional,24
667,11666,Angel,Baker,Graduate Degree,Professional,32
668,11667,Blake,Moore,Bachelors,Skilled Manual,4
670,11669,Isabella,Simmons,Bachelors,Skilled Manual,74
671,11670,Jacqueline,Perry,Bachelors,Skilled Manual,17
672,11671,Jessica,Brown,Bachelors,Skilled Manual,44
10584,21583,Jaclyn,Lal,Bachelors,Skilled Manual,122
10585,21584,Gavin,Bryant,Bachelors,Skilled Manual,11
10586,21585,Trinity,Gray,Bachelors,Skilled Manual,76
10588,21587,Jenna,Roberts,Graduate Degree,Skilled Manual,2
10589,21588,Theodore,Martin,Graduate Degree,Skilled Manual,12
1449,12448,Hailey,Cox,Graduate Degree,Skilled Manual,76
1451,12450,Cody,Cook,Graduate Degree,Skilled Manual,40
1453,12452,Sean,Sanchez,Graduate Degree,Skilled Manual,1
1454,12453,Madison,Bennett,Graduate Degree,Skilled Manual,48
1456,12455,Benjamin,Lewis,Graduate Degree,Skilled Manual,23
9473,20472,Edward,Coleman,Partial College,Professional,3
9474,20473,Mason,Rivera,Partial College,Professional,3
9475,20474,Edward,Turner,Bachelors,Management,78
9481,20480,Carlos,Cox,High School,Skilled Manual,76
9482,20481,Jordan,Edwards,High School,Skilled Manual,9
9483,20482,Gina,Diaz,Bachelors,Professional,29
10601,21600,Alexa,Bell,Bachelors,Skilled Manual,27
10602,21601,Jacqueline,Bell,Bachelors,Skilled Manual,13
10603,21602,Manuel,Malhotra,Bachelors,Skilled Manual,29
10604,21603,Seth,Barnes,Bachelors,Skilled Manual,8
10606,21605,Brittney,Ye,Graduate Degree,Professional,29
10607,21606,Connor,Roberts,Graduate Degree,Professional,84
10608,21607,Bryce,Torres,Graduate Degree,Professional,84
682,11681,Abigail,Jones,Graduate Degree,Professional,1
683,11682,Kaitlyn,Hall,Graduate Degree,Professional,74
684,11683,Greg,Taylor,Graduate Degree,Professional,44
10591,21590,Taylor,Gonzales,Bachelors,Skilled Manual,8
10592,21591,Clayton,Goel,Bachelors,Skilled Manual,28
10593,21592,Christina,Reed,Bachelors,Skilled Manual,82
10594,21593,Marcus,Roberts,Bachelors,Skilled Manual,12
10597,21596,Luke,Wright,Graduate Degree,Professional,52
10598,21597,Jose,Jones,Graduate Degree,Professional,45
10599,21598,Chloe,Perez,Graduate Degree,Professional,14
5651,16650,Kaitlyn,Green,Graduate Degree,Management,25
5677,16676,Amanda,Perry,Graduate Degree,Management,17
5678,16677,Jack,Hughes,Graduate Degree,Management,39
5758,16757,Mackenzie,Cox,Graduate Degree,Management,77
5760,16759,Jasmine,Bell,Graduate Degree,Management,13
5839,16838,Jonathan,Griffin,Bachelors,Management,24
5843,16842,Jenny,Yang,Bachelors,Management,12
5844,16843,Jimmy,Ramos,Graduate Degree,Management,30
5845,16844,Emma,Robinson,Bachelors,Management,32
18801,CS508,Unknown,Unknown,Unknown,Unknown,47
18808,CS536,Unknown,Unknown,Unknown,Unknown,77
18807,CS535,Unknown,Unknown,Unknown,Unknown,88
1444,12443,Garrett,James,Partial College,Clerical,12
659,11658,Robert,Mitchell,Graduate Degree,Professional,20
10600,21599,Sara,Lopez,Graduate Degree,Professional,81
17097,28096,Alexandra,Stewart,Partial College,Skilled Manual,16
5840,16839,Julia,Ross,Graduate Degree,Management,26
664,11663,Seth,Williams,Graduate Degree,Professional,4
10587,21586,Stephanie,Foster,Graduate Degree,Skilled Manual,48
10595,21594,Brianna,Moore,Bachelors,Skilled Manual,22
677,11676,Alan,Hu,Graduate Degree,Professional,128
10605,21604,Melanie,Howard,Bachelors,Professional,42
17090,28089,Xavier,Campbell,Partial College,Skilled Manual,24
1439,12438,Bailey,Rogers,Graduate Degree,Skilled Manual,28
669,11668,Jada,Collins,Bachelors,Skilled Manual,41
1455,12454,Samuel,Griffin,Graduate Degree,Skilled Manual,53
4933,15932,Tabitha,Jimenez,Partial College,Professional,68
5604,16603,Scott,Seely,Partial High School,Professional,107
5605,16604,Roy,Serrano,High School,Management,68
5822,16821,Mary,Carter,Bachelors,Management,97
5825,16824,Randall,Munoz,High School,Professional,62
5826,16825,Susan,Zeng,High School,Professional,67
5827,16826,Roberto,Vazquez,Partial College,Professional,97
5831,16830,Alexandra,Hall,Partial College,Professional,97
6182,17181,Jenny,Lal,Bachelors,Management,93
6184,17183,Shane,Sanchez,Partial College,Professional,98
6185,17184,Eddie,Dominguez,Partial College,Professional,108
6190,17189,Clarence,Goel,Partial College,Professional,62
6191,17190,Ebony,Rana,Partial High School,Professional,113
6192,17191,Gilbert,Guo,Partial College,Professional,107
6211,17210,Karl,Deng,Partial College,Professional,60
7125,18124,Calvin,Chander,Bachelors,Management,66
7126,18125,Leah,Cai,Bachelors,Management,68
7131,18130,Kaitlyn,Mitchell,Partial College,Professional,66
7134,18133,Karen,Smith,High School,Professional,59
7135,18134,Melody,Romero,High School,Professional,94
12613,23612,Rosa,Liu,Partial College,Professional,101
12625,23624,Jillian,Malhotra,High School,Professional,59
12628,23627,Adrienne,Navarro,Partial College,Management,72
9555,20554,Donna,Tang,High School,Professional,62
9556,20555,Kelvin,Raje,High School,Professional,59
9561,20560,Mindy,Raji,Partial College,Professional,70
9564,20563,Kendra,Blanco,Bachelors,Management,95
10507,21506,Randall,Gutierrez,Partial College,Professional,95
6789,17788,Jeffery,Liu,High School,Manual,62
6792,17791,Sydney,Davis,Bachelors,Clerical,66
6797,17796,Eduardo,Taylor,Partial High School,Manual,64
6798,17797,Ebony,Martinez,High School,Manual,93
6800,17799,Alejandro,Guo,High School,Manual,69
6805,17804,Melody,Torres,Partial High School,Manual,72
6807,17806,Omar,Kumar,High School,Manual,70
5298,16297,Deanna,Garcia,Bachelors,Skilled Manual,59
5310,16309,Desiree,Ortega,Bachelors,Skilled Manual,65
9133,20132,Jenny,Shen,Graduate Degree,Manual,62
9138,20137,Jarrod,Fernandez,Bachelors,Manual,109
9139,20138,Kendra,Moreno,Graduate Degree,Clerical,65
9141,20140,Joe,Navarro,Bachelors,Manual,101
9145,20144,Roger,Lin,Partial College,Manual,95
9163,20162,Kelsey,Nath,Partial College,Manual,67
9164,20163,Krystal,Zhang,Partial College,Manual,59
9169,20168,Jessie,Serrano,High School,Manual,62
9170,20169,Garrett,Gray,Partial College,Manual,61
9177,20176,Antonio,Alexander,Partial High School,Manual,70
9716,20715,Henry,Kapoor,Partial High School,Manual,71
9721,20720,Regina,Subram,High School,Manual,57
9724,20723,Cedric,Zhu,Partial High School,Manual,66
9727,20726,Beth,Romero,High School,Manual,62
9799,20798,Mathew,Munoz,Bachelors,Manual,114
9800,20799,Peter,Raje,Graduate Degree,Clerical,116
6818,17817,Felicia,Gutierrez,Bachelors,Skilled Manual,107
6825,17824,Mario,Pal,Partial College,Clerical,62
6833,17832,Cameron,Sharma,Partial College,Clerical,66
9167,20166,Monique,Gutierrez,Graduate Degree,Clerical,59
9175,20174,Douglas,Gonzalez,Partial High School,Manual,62
9720,20719,Lawrence,Alvarez,High School,Manual,109
